decade,genres,count
2010s,breakbeat,12
2010s,bronx hip hop,12
2010s,canadian ccm,12
2010s,canadian country,12
2010s,chicago indie,12
2010s,chinese audiophile,12
2010s,contemporary post-bop,12
2010s,cyberpunk,12
2010s,deep dnb,12
2010s,deep tech house,12
2010s,detski pesnichki,12
2010s,disney dansk,12
2010s,dominican indie,12
2010s,euskal rock,12
2010s,french shoegaze,12
2010s,garage house,12
2010s,greek clarinet,12
2010s,greek rock,12
2010s,indonesian city pop,12
2010s,japanese indie rock,12
2010s,kansas city hip hop,12
2010s,mashup,12
2010s,memphis soul,12
2010s,mississippi hip hop,12
2010s,musica gaucha tradicionalista,12
2010s,musica juiz-forana,12
2010s,neomelodici,12
2010s,neurofunk,12
2010s,norwegian gospel,12
2010s,polish metal,12
2010s,portland hip hop,12
2010s,psychedelic soul,12
2010s,punk chileno,12
2010s,red dirt,12
2010s,reggae cristao,12
2010s,reggaeton mexicano,12
2010s,rock brasiliense,12
2010s,schranz,12
2010s,shanty,12
2010s,spanish reggae,12
2010s,sunset lounge,12
2010s,swedish rockabilly,12
2010s,swiss trap,12
2010s,tatar pop,12
2010s,vintage italian soundtrack,12
2010s,vispop,12
2010s,zouk,12
2010s,afghan pop,11
2010s,african reggae,11
2010s,ancient mediterranean,11
2010s,auckland indie,11
2010s,australian indie rock,11
2010s,australian r&b,11
2010s,baltic classical,11
2010s,bluegrass,11
2010s,canadian latin,11
2010s,classic bulgarian pop,11
2010s,classic canadian rock,11
2010s,classic city pop,11
2010s,classic tollywood,11
2010s,colombian electronic,11
2010s,comptine,11
2010s,cornetas y tambores,11
2010s,cumbia salvadorena,11
2010s,deep latin christian,11
2010s,electro dub,11
2010s,electroclash,11
2010s,finnish progressive metal,11
2010s,folclore jujeno,11
2010s,free jazz,11
2010s,french indie folk,11
2010s,german r&b,11
2010s,gqom,11
2010s,hawaiian hip hop,11
2010s,houston rap,11
2010s,icelandic classical,11
2010s,indian fusion,11
2010s,indonesian indie pop,11
2010s,jazz dominicano,11
2010s,jovem guarda,11
2010s,kabarett,11
2010s,kurdish pop,11
2010s,latin classical,11
2010s,latvian folk,11
2010s,manila sound,11
2010s,marimba orquesta,11
2010s,musica afroperuana,11
2010s,musica cristiana guatemalteca,11
2010s,musica mapuche,11
2010s,new jersey indie,11
2010s,new wave of glam metal,11
2010s,nz children's music,11
2010s,nz dnb,11
2010s,polish blues,11
2010s,polish synthpop,11
2010s,polynesian hip hop,11
2010s,progressive thrash,11
2010s,psychedelic doom,11
2010s,punk rock mexicano,11
2010s,raw techno,11
2010s,shush,11
2010s,small room,11
2010s,spanish folk,11
2010s,swedish garage rock,11
2010s,techno kayo,11
2010s,theme,11
2010s,trap metal italiana,11
2010s,trio batak,11
2010s,ukrainian folk,11
2010s,ulkucu sarkilar,11
2010s,vancouver indie,11
2010s,waiata maori,11
2010s,witch house,11
2010s,acoustic opm,10
2010s,alabama indie,10
2010s,background piano,10
2010s,bozlak,10
2010s,brazilian punk,10
2010s,canadian old school hip hop,10
2010s,cantautor catala,10
2010s,chihuahua indie,10
2010s,chinese idol pop,10
2010s,choral,10
2010s,classic dutch pop,10
2010s,classic j-rock,10
2010s,comedy rap,10
2010s,darksynth,10
2010s,deep neofolk,10
2010s,dreamo,10
2010s,drone metal,10
2010s,ectofolk,10
2010s,electronic rock,10
2010s,eurobeat,10
2010s,finnish jazz,10
2010s,french romanticism,10
2010s,glitch hop,10
2010s,granada indie,10
2010s,greek downtempo,10
2010s,gypsy fusion,10
2010s,hard house,10
2010s,hard minimal techno,10
2010s,hardcore,10
2010s,honeyworks,10
2010s,icelandic metal,10
2010s,idol,10
2010s,indian classical,10
2010s,indie folk argentino,10
2010s,j-core,10
2010s,japanese power metal,10
2010s,lds youth,10
2010s,lebanese pop,10
2010s,livetronica,10
2010s,mexican pop punk,10
2010s,musica aragonesa,10
2010s,nordic folk metal,10
2010s,norwegian metal,10
2010s,nova musica paulista,10
2010s,nueva ola chilena,10
2010s,okinawan folk,10
2010s,oxford indie,10
2010s,pakistani folk,10
2010s,polish post-punk,10
2010s,post-rock,10
2010s,progressive doom,10
2010s,psychill,10
2010s,quebec indie,10
2010s,rap boricua,10
2010s,rap cristao,10
2010s,reggae cover,10
2010s,rock en asturiano,10
2010s,slovak electronic,10
2010s,smooth jazz,10
2010s,st louis rap,10
2010s,symphonic black metal,10
2010s,symphonic power metal,10
2010s,tamaulipas rap,10
2010s,transpop,10
2010s,turkce remix,10
2010s,turkish reggae,10
2010s,uk worship,10
2010s,wonky,10
2010s,zillertal,10
2010s,acid trance,9
2010s,ambeat,9
2010s,ambient folk,9
2010s,anti-folk,9
2010s,arab trap,9
2010s,argentine metal,9
2010s,asbury park indie,9
2010s,austindie,9
2010s,austrian hip hop,9
2010s,bc underground hip hop,9
2010s,bolero cubano,9
2010s,bruneian pop,9
2010s,cancoes infantis,9
2010s,chinese indie pop,9
2010s,christchurch indie,9
2010s,christian hip hop,9
2010s,classic anime,9
2010s,classic bhangra,9
2010s,cook islands pop,9
2010s,dark hardcore,9
2010s,deep underground hip hop,9
2010s,desert blues,9
2010s,disney portugues brasil,9
2010s,doom metal,9
2010s,dutch metal,9
2010s,early modern classical,9
2010s,electro bailando,9
2010s,emo mexicano,9
2010s,finnish soul,9
2010s,folk black metal,9
2010s,forro gospel,9
2010s,fourth world,9
2010s,french folk pop,9
2010s,funk melody,9
2010s,future funk,9
2010s,gaming dubstep,9
2010s,glasgow indie,9
2010s,greek psychedelic rock,9
2010s,griot,9
2010s,hong kong tv drama,9
2010s,indie fuzzpop,9
2010s,israeli techno,9
2010s,japanese ska,9
2010s,japanese underground rap,9
2010s,jazz guitar,9
2010s,keroncong,9
2010s,korean indie folk,9
2010s,kurdish hip hop,9
2010s,leicester indie,9
2010s,lo-fi emo,9
2010s,malaysian tamil pop,9
2010s,mambo,9
2010s,minimal dub,9
2010s,minimal wave,9
2010s,modern indie pop,9
2010s,morna,9
2010s,musica maranhense,9
2010s,musica para criancas,9
2010s,musica popular mineira,9
2010s,nashville indie,9
2010s,neo r&b,9
2010s,new delhi indie,9
2010s,norsk lovsang,9
2010s,northern soul,9
2010s,norwegian alternative rock,9
2010s,oriental metal,9
2010s,paidika tragoudia,9
2010s,palm desert scene,9
2010s,partido alto,9
2010s,psybreaks,9
2010s,queer country,9
2010s,rap antillais,9
2010s,rock independant francais,9
2010s,scottish indie rock,9
2010s,sevillanas,9
2010s,shonen,9
2010s,slavic metal,9
2010s,slowcore,9
2010s,south african punk,9
2010s,soviet synthpop,9
2010s,sovietwave,9
2010s,spanish synthpop,9
2010s,streektaal,9
2010s,swiss alternative rock,9
2010s,swiss folk,9
2010s,taiwanese indigenous,9
2010s,thai instrumental,9
2010s,thai pop rap,9
2010s,vaikiskos dainos,9
2010s,xinyao,9
2010s,acoustic rock,8
2010s,alpine yodeling,8
2010s,alternative americana,8
2010s,ann arbor indie,8
2010s,arab alternative,8
2010s,argentine punk,8
2010s,atmospheric post-metal,8
2010s,avant-garde jazz,8
2010s,bayerischer rap,8
2010s,belarusian electronic,8
2010s,belgian singer-songwriter,8
2010s,blasmusik,8
2010s,boston hip hop,8
2010s,brazilian boogie,8
2010s,brazilian emo,8
2010s,british choir,8
2010s,british indie rock,8
2010s,cambridge choir,8
2010s,chanson quebecois,8
2010s,charango,8
2010s,chicano rap,8
2010s,chinderlieder,8
2010s,classic country pop,8
2010s,classic girl group,8
2010s,copla,8
2010s,cosmic black metal,8
2010s,dalarna indie,8
2010s,dark cabaret,8
2010s,dc hardcore,8
2010s,deep deep house,8
2010s,deep free jazz,8
2010s,deep progressive trance,8
2010s,deep techno,8
2010s,depressive black metal,8
2010s,detroit techno,8
2010s,fijian pop,8
2010s,filthstep,8
2010s,french classical piano,8
2010s,french punk,8
2010s,german black metal,8
2010s,german country,8
2010s,german heavy metal,8
2010s,german metalcore,8
2010s,german viral rap,8
2010s,hardcore punk espanol,8
2010s,hungarian classical performance,8
2010s,impressionism,8
2010s,indie cordoba,8
2010s,indonesian post-hardcore,8
2010s,industrial hip hop,8
2010s,jackin' house,8
2010s,jalsat,8
2010s,japanese chill rap,8
2010s,kaneka,8
2010s,kannada pop,8
2010s,kompa,8
2010s,korean city pop,8
2010s,mande pop,8
2010s,mexican tech house,8
2010s,modern enka,8
2010s,neo-crust,8
2010s,nerdcore brasileiro,8
2010s,nordic soundtrack,8
2010s,norwegian americana,8
2010s,nu skool breaks,8
2010s,nz indie,8
2010s,peruvian punk,8
2010s,pop folk,8
2010s,progressive groove metal,8
2010s,punk catala,8
2010s,rap montrealais,8
2010s,rautalanka,8
2010s,ritmo kombina,8
2010s,samoan pop,8
2010s,sandalwood,8
2010s,saskatchewan indie,8
2010s,scottish singer-songwriter,8
2010s,shaabi,8
2010s,spanish indie folk,8
2010s,stomp and flutter,8
2010s,sunshine pop,8
2010s,swedish techno,8
2010s,swiss metal,8
2010s,tango,8
2010s,varmland rock,8
2010s,venezuelan indie,8
2010s,vintage dutch pop,8
2010s,viral trap,8
2010s,yugoslav rock,8
2010s,arabic jazz,7
2010s,argentine indie rock,7
2010s,austrian indie,7
2010s,auteur-compositeur-interprete quebecois,7
2010s,avant-garde,7
2010s,azeri traditional,7
2010s,bajki,7
2010s,batidao romantico,7
2010s,belly dance,7
2010s,birmingham hip hop,7
2010s,brega romantico,7
2010s,brutal death metal,7
2010s,carnatic,7
2010s,catalan folk,7
2010s,chill pop,7
2010s,chinese manyao,7
2010s,chinese worship,7
2010s,choro,7
2010s,classical organ,7
2010s,combos nacionales,7
2010s,cuatro venezolano,7
2010s,cuban alternative,7
2010s,deep darkpsy,7
2010s,drill tuga,7
2010s,drone,7
2010s,dusseldorf electronic,7
2010s,dutch prog,7
2010s,electrofox,7
2010s,electronica chilena,7
2010s,estonian metal,7
2010s,folklore nuevo argentino,7
2010s,folktronica,7
2010s,forro de favela,7
2010s,futurepop,7
2010s,german show tunes,7
2010s,glitch,7
2010s,gujarati garba,7
2010s,harlem hip hop,7
2010s,indie curitibano,7
2010s,indie folk italiano,7
2010s,indie platense,7
2010s,indie valenciana,7
2010s,industrial hardcore,7
2010s,instrumental post-rock,7
2010s,irish indie,7
2010s,japanese alternative pop,7
2010s,japanese folk,7
2010s,japanese garage rock,7
2010s,japanese guitar,7
2010s,japanese metalcore,7
2010s,japanese vgm,7
2010s,jazz vibraphone,7
2010s,kids dance party,7
2010s,latincore,7
2010s,lithuanian folk,7
2010s,malaysian metal,7
2010s,malian blues,7
2010s,maskandi,7
2010s,melodic hardcore,7
2010s,melodic thrash,7
2010s,metal colombiano,7
2010s,modern jazz piano,7
2010s,montenegrin pop,7
2010s,musica de intervencao,7
2010s,musica nicaraguense,7
2010s,norwegian contemporary jazz,7
2010s,norwegian punk rock,7
2010s,nuevo folklore mexicano,7
2010s,nz metal,7
2010s,paraguayan rock,7
2010s,pianissimo,7
2010s,piano cover,7
2010s,pop nacional antigas,7
2010s,portuguese folk,7
2010s,post-minimalism,7
2010s,post-punk,7
2010s,punk 'n' roll,7
2010s,rajasthani pop,7
2010s,reunion pop,7
2010s,rock dominicano,7
2010s,rogaland indie,7
2010s,rune folk,7
2010s,sami,7
2010s,serbian electronic,7
2010s,ska catala,7
2010s,sudanese pop,7
2010s,surinamese pop,7
2010s,swamp rock,7
2010s,swiss indie folk,7
2010s,thrash core,7
2010s,trance mexicano,7
2010s,ukrainian classical,7
2010s,uppsala indie,7
2010s,vegas indie,7
2010s,virgin islands reggae,7
2010s,west australian hip hop,7
2010s,australian americana,6
2010s,balkan folk metal,6
2010s,banda carnavalera,6
2010s,beat italiano,6
2010s,birmingham metal,6
2010s,british power metal,6
2010s,bulgarian indie,6
2010s,canadian americana,6
2010s,carnatic vocal,6
2010s,cello,6
2010s,channel islands indie,6
2010s,charanga,6
2010s,chilena,6
2010s,chill lounge,6
2010s,chinese classical performance,6
2010s,chinese classical piano,6
2010s,christian trap,6
2010s,classic azeri pop,6
2010s,coral gospel,6
2010s,country quebecois,6
2010s,darkstep,6
2010s,deep folk metal,6
2010s,deep funk ostentacao,6
2010s,deep liquid,6
2010s,deep progressive house,6
2010s,deep rai,6
2010s,disney portugues,6
2010s,dong-yo,6
2010s,dutch tech house,6
2010s,early music,6
2010s,elektropunk,6
2010s,euskal musica,6
2010s,faroese pop,6
2010s,finnish worship,6
2010s,folclore tucumano,6
2010s,fremantle indie,6
2010s,glam punk,6
2010s,goralski,6
2010s,gospel r&b,6
2010s,greek folk,6
2010s,greek punk,6
2010s,hip hop quebecois,6
2010s,hmong pop,6
2010s,hungarian indie,6
2010s,irish electronic,6
2010s,italian lounge,6
2010s,italian tenor,6
2010s,japanese classical performance,6
2010s,japanese classical piano,6
2010s,japanese jazztronica,6
2010s,jazz house,6
2010s,kora,6
2010s,kundalini,6
2010s,kyushu indie,6
2010s,limerick indie,6
2010s,mambo chileno,6
2010s,mexican edm,6
2010s,middle earth,6
2010s,musica alagoana,6
2010s,musica andorra,6
2010s,new weird america,6
2010s,nz folk,6
2010s,post-hardcore,6
2010s,post-punk argentina,6
2010s,praise,6
2010s,psychedelic folk,6
2010s,reggae maghreb,6
2010s,retro soul,6
2010s,rhode island rap,6
2010s,rock baiano,6
2010s,rosario indie,6
2010s,rosary,6
2010s,salay,6
2010s,scottish metal,6
2010s,scream rap,6
2010s,sheilat,6
2010s,soul flow,6
2010s,swedish metalcore,6
2010s,swedish synth,6
2010s,taiwanese pop,6
2010s,thai metal,6
2010s,theremin,6
2010s,toronto indie,6
2010s,trap carioca,6
2010s,trinidadian reggae,6
2010s,turkish classical performance,6
2010s,uk pop punk,6
2010s,uk tech house,6
2010s,viola caipira,6
2010s,welsh metal,6
2010s,west-vlaamse hip hop,6
2010s,york indie,6
2010s,zouglou,6
2010s,432hz,5
2010s,abstract beats,5
2010s,american orchestra,5
2010s,atmosphere,5
2010s,baltic choir,5
2010s,bandinhas,5
2010s,bandolim,5
2010s,baroque,5
2010s,belgian indie rock,5
2010s,belgian metal,5
2010s,belgian new wave,5
2010s,binaural,5
2010s,blaskapelle,5
2010s,boom bap,5
2010s,boston rock,5
2010s,brass band,5
2010s,brazilian black metal,5
2010s,brazilian techno,5
2010s,british classical piano,5
2010s,british contemporary classical,5
2010s,canadian soundtrack,5
2010s,chanson virale,5
2010s,chicago hardcore,5
2010s,chilean hardcore,5
2010s,classic australian country,5
2010s,classic danish rock,5
2010s,classical soprano,5
2010s,concert band,5
2010s,corridos cristianos,5
2010s,croatian pop,5
2010s,cumbia colombiana regia,5
2010s,dancehall colombiano,5
2010s,danish classical,5
2010s,dansk lovsang,5
2010s,dark wave,5
2010s,deathcore,5
2010s,deep dance pop,5
2010s,deep flow,5
2010s,deep happy hardcore,5
2010s,deep power-pop punk,5
2010s,denton tx indie,5
2010s,dutch dnb,5
2010s,ecm-style jazz,5
2010s,electronic djent,5
2010s,experimental classical,5
2010s,finnish post-punk,5
2010s,flamenco guitar,5
2010s,folklore ecuatoriano,5
2010s,forro tradicional,5
2010s,freestyle,5
2010s,french death metal,5
2010s,french dub,5
2010s,french orchestra,5
2010s,funk bh,5
2010s,glitter trance,5
2010s,greek indie rock,5
2010s,hamilton on indie,5
2010s,heavy alternative,5
2010s,historic orchestral performance,5
2010s,hopebeat,5
2010s,humppa,5
2010s,icelandic choir,5
2010s,icelandic experimental,5
2010s,indie siciliano,5
2010s,indonesian metal,5
2010s,indonesian ska,5
2010s,instrumental bluegrass,5
2010s,irish rebel song,5
2010s,italian jazz,5
2010s,j-ambient,5
2010s,japanese blues,5
2010s,japanese indie folk,5
2010s,jazz brass,5
2010s,jazz drums,5
2010s,jazzy dnb,5
2010s,jig and reel,5
2010s,jordanian pop,5
2010s,lo-fi house,5
2010s,luxembourgian hip hop,5
2010s,luxembourgian indie,5
2010s,madchester,5
2010s,melodic groove metal,5
2010s,metal catarinense,5
2010s,mexican classic rock,5
2010s,modern alternative pop,5
2010s,monterrey indie,5
2010s,munich indie,5
2010s,musica costena,5
2010s,musica indigena latinoamericana,5
2010s,musica sarda,5
2010s,musica valenciana,5
2010s,musique guadeloupe,5
2010s,new tribe,5
2010s,nightrun,5
2010s,noise rock,5
2010s,norwegian black metal,5
2010s,nu-metalcore,5
2010s,oakland indie,5
2010s,one-person band,5
2010s,ontario indie,5
2010s,outer hip hop,5
2010s,pagan black metal,5
2010s,persian electronic,5
2010s,philly soul,5
2010s,piano blues,5
2010s,polish classical,5
2010s,polish jazz,5
2010s,polish techno,5
2010s,pop teen brasileiro,5
2010s,power-pop punk,5
2010s,powerviolence,5
2010s,psychedelic pop,5
2010s,psychobilly,5
2010s,rap galego,5
2010s,rap maromba,5
2010s,rap pernambucano,5
2010s,rap underground argentino,5
2010s,rave,5
2010s,rave funk,5
2010s,re:techno,5
2010s,rennes indie,5
2010s,rhythm and blues,5
2010s,rock curitibano,5
2010s,rock drums,5
2010s,romanian metal,5
2010s,russian dnb,5
2010s,russian metalcore,5
2010s,russian modern classical,5
2010s,santa fe indie,5
2010s,serbian hip hop,5
2010s,ska punk,5
2010s,slovenian electronic,5
2010s,south african deep house,5
2010s,southeast asian post-rock,5
2010s,space ambient,5
2010s,steampunk,5
2010s,straight edge,5
2010s,swedish punk,5
2010s,swiss country,5
2010s,syrian pop,5
2010s,szanty,5
2010s,tecnobrega,5
2010s,tex-mex,5
2010s,turkish classical,5
2010s,ukrainian classical piano,5
2010s,viking folk,5
2010s,vlaamse cabaret,5
2010s,vocal harmony group,5
2010s,workout product,5
2010s,yemeni pop,5
2010s,youth orchestra,5
2010s,accordion,4
2010s,afro-funk,4
2010s,ambient psychill,4
2010s,argentine ambient,4
2010s,aussie emo,4
2010s,austrian punk,4
2010s,ballet class,4
2010s,barnsagor,4
2010s,beach house,4
2010s,beatboxing,4
2010s,black comedy,4
2010s,black thrash,4
2010s,boeremusiek,4
2010s,bosnian electronic,4
2010s,brazilian metal,4
2010s,brazilian punk rock,4
2010s,brega,4
2010s,british alternative rock,4
2010s,british modern classical,4
2010s,bulgarian electronic,4
2010s,burkinabe pop,4
2010s,calypso,4
2010s,chicago soul,4
2010s,chill beats,4
2010s,choro contemporaneo,4
2010s,christian metal,4
2010s,christmas instrumental,4
2010s,classic psychedelic rock,4
2010s,comedy,4
2010s,country gospel,4
2010s,danish indie pop,4
2010s,danish jazz,4
2010s,deep dubstep,4
2010s,deep r&b,4
2010s,detroit trap,4
2010s,detskie pesni,4
2010s,downtempo bass,4
2010s,drift,4
2010s,drumfunk,4
2010s,dub punk,4
2010s,dub reggae,4
2010s,dubsteppe,4
2010s,dutch drill,4
2010s,dutch jazz,4
2010s,egyptian alternative,4
2010s,experimental ambient,4
2010s,finnish electro,4
2010s,finnish new wave,4
2010s,footwork,4
2010s,french opera,4
2010s,gaita zuliana,4
2010s,garage psych,4
2010s,geek rock,4
2010s,german indie rock,4
2010s,gothic rock,4
2010s,hamburg indie,4
2010s,hip hop cubano,4
2010s,hiplife,4
2010s,hungarian techno,4
2010s,indonesian hardcore,4
2010s,indonesian punk,4
2010s,indonesian viral pop,4
2010s,industrial techno,4
2010s,instrumental soul,4
2010s,instrumental stoner rock,4
2010s,irish metal,4
2010s,japanese rockabilly,4
2010s,japanese vocal jazz,4
2010s,jazz orchestra,4
2010s,junior eurovision,4
2010s,kawaii edm,4
2010s,kazakh indie,4
2010s,kent indie,4
2010s,korean dream pop,4
2010s,korean singer-songwriter,4
2010s,kurdish folk,4
2010s,lagu sunda,4
2010s,lagu timur,4
2010s,latin soundtrack,4
2010s,macross,4
2010s,math rock,4
2010s,merida indie,4
2010s,metallic hardcore,4
2010s,military rap,4
2010s,minimal dnb,4
2010s,minneapolis indie,4
2010s,minneapolis sound,4
2010s,modern funk,4
2010s,musica paraibana,4
2010s,musica popular paraense,4
2010s,musica potosina,4
2010s,neapolitan funk,4
2010s,nerdcore,4
2010s,north carolina roots,4
2010s,north east england indie,4
2010s,northeast indian indie,4
2010s,nova canco,4
2010s,novo rock gaucho,4
2010s,oc rap,4
2010s,old school hard trance,4
2010s,orlando indie,4
2010s,outsider house,4
2010s,popwave,4
2010s,post-doom metal,4
2010s,rap baixada fluminense,4
2010s,rap ecuatoriano,4
2010s,rap maroc,4
2010s,rap underground colombiano,4
2010s,rare groove,4
2010s,roda de samba,4
2010s,rumba congolaise,4
2010s,russian classical piano,4
2010s,russian emo,4
2010s,russian jazz,4
2010s,russian shoegaze,4
2010s,ryukyu ongaku,4
2010s,scam rap,4
2010s,second line,4
2010s,sefardi,4
2010s,semarang indie,4
2010s,sertanejo gospel,4
2010s,sevdah,4
2010s,slam poetry,4
2010s,street band,4
2010s,string quartet,4
2010s,strut,4
2010s,substep,4
2010s,surf punk,4
2010s,svensk progg,4
2010s,swing italiano,4
2010s,swiss black metal,4
2010s,taiwan metal,4
2010s,tape club,4
2010s,tin pan alley,4
2010s,touken ranbu,4
2010s,trova mexicana,4
2010s,uk doom metal,4
2010s,ukrainian experimental,4
2010s,vancouver punk,4
2010s,vaporwave,4
2010s,viking black metal,4
2010s,world meditation,4
2010s,xhosa,4
2010s,action rock,3
2010s,afro r&b,3
2010s,alberta country,3
2010s,albuquerque indie,3
2010s,ambient idm,3
2010s,ambient techno,3
2010s,ambient trance,3
2010s,american contemporary classical,3
2010s,american modern classical,3
2010s,andean flute,3
2010s,armenian hip hop,3
2010s,armenian pop,3
2010s,athens indie,3
2010s,atmospheric sludge,3
2010s,austin americana,3
2010s,austrian dnb,3
2010s,baiao,3
2010s,bakersfield sound,3
2010s,banda caliente,3
2010s,bay area hip hop,3
2010s,bay area indie,3
2010s,black 'n' roll,3
2010s,boston folk,3
2010s,boston indie,3
2010s,boston punk,3
2010s,brain waves,3
2010s,brazilian dnb,3
2010s,breakcore,3
2010s,british brass band,3
2010s,british children's music,3
2010s,british country,3
2010s,canadian house,3
2010s,canzone genovese,3
2010s,cha-cha-cha,3
2010s,charlottesville indie,3
2010s,children's folk,3
2010s,classic eurovision,3
2010s,classic italian folk pop,3
2010s,collage pop,3
2010s,college a cappella,3
2010s,columbus ohio indie,3
2010s,corrosion,3
2010s,corsican folk,3
2010s,cowboy western,3
2010s,cuban rumba,3
2010s,danish modern jazz,3
2010s,dark black metal,3
2010s,deathrash,3
2010s,deep chill,3
2010s,deep disco,3
2010s,deep gothic post-punk,3
2010s,deep hardtechno,3
2010s,deep soul house,3
2010s,deep southern trap,3
2010s,deep space rock,3
2010s,detroit house,3
2010s,devon indie,3
2010s,dub techno,3
2010s,dutch experimental electronic,3
2010s,experimental dubstep,3
2010s,fake,3
2010s,fast melodic punk,3
2010s,final fantasy,3
2010s,finlandssvenska musik,3
2010s,focus beats,3
2010s,folkmusik,3
2010s,french garage rock,3
2010s,funk evangelico,3
2010s,funk mexicano,3
2010s,german baroque,3
2010s,german dark minimal techno,3
2010s,german post-hardcore,3
2010s,ghanaian pop,3
2010s,goa trance,3
2010s,guidance,3
2010s,hangpan,3
2010s,hard alternative,3
2010s,hard dance,3
2010s,highlife,3
2010s,indiana hip hop,3
2010s,indie boliviano,3
2010s,indie dream pop,3
2010s,indie hip hop,3
2010s,indie rock colombiano,3
2010s,indonesian psychedelia,3
2010s,industrial black metal,3
2010s,irish indie rock,3
2010s,italian opera,3
2010s,italian post-hardcore,3
2010s,italian romanticism,3
2010s,japanese dream pop,3
2010s,japanese math rock,3
2010s,jazz double bass,3
2010s,junior songfestival,3
2010s,kamen rider,3
2010s,kannada hip hop,3
2010s,kaseko,3
2010s,kawaii future bass,3
2010s,kc indie,3
2010s,komedi,3
2010s,kritika,3
2010s,kuduro antigo,3
2010s,kundiman,3
2010s,latin viral rap,3
2010s,latvian electronic,3
2010s,lds,3
2010s,lo star,3
2010s,london indie,3
2010s,macedonian pop,3
2010s,malayalam worship,3
2010s,mallet,3
2010s,manchester indie,3
2010s,mbalax,3
2010s,melodic power metal,3
2010s,metal ecuatoriano,3
2010s,midwest americana,3
2010s,modern big band,3
2010s,modern cello,3
2010s,montreal indie,3
2010s,music box,3
2010s,musica gaucha,3
2010s,musica istmena,3
2010s,musica mallorquina,3
2010s,muzica crestina,3
2010s,namibian pop,3
2010s,nashville americana,3
2010s,neo-psicodelia brasileira,3
2010s,neo-rockabilly,3
2010s,new beat,3
2010s,new england americana,3
2010s,new isolationism,3
2010s,nightcore,3
2010s,nisiotika,3
2010s,nordic folk,3
2010s,nova musica maranhense,3
2010s,nwocr,3
2010s,ostrock,3
2010s,oulu metal,3
2010s,p funk,3
2010s,piano mpb,3
2010s,pinoy idol pop,3
2010s,polish hardcore,3
2010s,polish thrash metal,3
2010s,polyphony,3
2010s,portland indie,3
2010s,precure,3
2010s,progressive breaks,3
2010s,progressive deathcore,3
2010s,proto-techno,3
2010s,psicodelia brasileira,3
2010s,psychedelic space rock,3
2010s,punk melodico chileno,3
2010s,quebec punk,3
2010s,ragga jungle,3
2010s,rap ivoire,3
2010s,rap tico,3
2010s,rochester ny indie,3
2010s,rock keyboard,3
2010s,rockabilly en espanol,3
2010s,roots americana,3
2010s,russian heavy metal,3
2010s,russian romance,3
2010s,russian viral pop,3
2010s,sacramento indie,3
2010s,salzburg indie,3
2010s,samba-enredo,3
2010s,san diego indie,3
2010s,scottish new wave,3
2010s,shamisen,3
2010s,sinogaze,3
2010s,slavic folk metal,3
2010s,slovenian pop,3
2010s,smooth saxophone,3
2010s,southern gospel,3
2010s,spanish folk rock,3
2010s,spanish rockabilly,3
2010s,spanish techno,3
2010s,spirituals,3
2010s,svensk lovsang,3
2010s,swedish folk pop,3
2010s,swedish stoner rock,3
2010s,swedish underground rap,3
2010s,swiss house,3
2010s,symphonic death metal,3
2010s,t-pop girl group,3
2010s,taiwan campus folk,3
2010s,tamil indie,3
2010s,tanzanian pop,3
2010s,tolkien metal,3
2010s,trad quebecois,3
2010s,trival,3
2010s,turkce trap metal,3
2010s,turkish electronic,3
2010s,uk dub,3
2010s,uk experimental electronic,3
2010s,utapri,3
2010s,v-pop,3
2010s,vogue,3
2010s,warrington indie,3
2010s,wassoulou,3
2010s,west coast reggae,3
2010s,wu fam,3
2010s,yoga,3
2010s,yoik,3
2010s,21st century classical,2
2010s,acid techno,2
2010s,acousmatic,2
2010s,adventista,2
2010s,african gospel,2
2010s,african percussion,2
2010s,aggro chileno,2
2010s,arab folk,2
2010s,arab groove,2
2010s,armenian folk,2
2010s,asheville indie,2
2010s,asmr,2
2010s,assamese pop,2
2010s,atlanta indie,2
2010s,audiophile vocal,2
2010s,australian black metal,2
2010s,australian ska,2
2010s,background jazz,2
2010s,baroque ensemble,2
2010s,bath indie,2
2010s,beats,2
2010s,belgian dnb,2
2010s,belgian jazz,2
2010s,belgian modern jazz,2
2010s,birmingham indie,2
2010s,bisaya rap,2
2010s,blues latinoamericano,2
2010s,boogie,2
2010s,bosnian indie,2
2010s,bossa nova jazz,2
2010s,boston electronic,2
2010s,brazilian groove metal,2
2010s,brazilian indie rock,2
2010s,brazilian percussion,2
2010s,brazilian progressive metal,2
2010s,brazilian tech house,2
2010s,brazilian thrash metal,2
2010s,breton folk,2
2010s,bristol indie,2
2010s,brit funk,2
2010s,british black metal,2
2010s,british grindcore,2
2010s,brutal deathcore,2
2010s,bulgarian folk,2
2010s,california hardcore,2
2010s,cambridgeshire indie,2
2010s,canadian experimental,2
2010s,canadian modern jazz,2
2010s,cantaditas,2
2010s,chamber folk,2
2010s,charlotte nc indie,2
2010s,chill groove,2
2010s,chinese soundtrack,2
2010s,chiptune,2
2010s,christian hard rock,2
2010s,christian punk,2
2010s,christian thrash metal,2
2010s,christian uplift,2
2010s,classic punjabi pop,2
2010s,classical guitar,2
2010s,classical harp,2
2010s,cocuk masallari,2
2010s,coldwave,2
2010s,cologne electronic,2
2010s,contemporary choir,2
2010s,contemporary gospel,2
